latitude,longitude
28.6567964,77.1044905
28.6389457,77.0922716
28.6412284,77.089689
28.6396588,77.0926774
28.6415392,77.0907686
28.6384343,77.0948705
28.537439,77.2425479
28.5356607,77.2408635
28.5373343,77.2452469
28.5318007,77.2460784
28.5388596,77.264252
28.5382209,77.2609397
28.5650228,77.2517315
28.5707137,77.222607
28.5774037,77.1608274
28.5785064,77.1611836
28.5764942,77.1597453
28.5846892,77.1645159
28.6531083,77.1647219
28.6540972,77.1654916
28.6531197,77.1659489
28.6460991,77.2222072
28.6586539,77.2055682
28.6567309,77.2061097
28.6604769,77.2045033
28.6598229,77.2122692
28.6588445,77.2064319
28.5703466,77.2178207
28.6611487,77.2048334
28.6631075,77.1399085
28.6618559,77.1396223
28.6615682,77.1409933
28.6613874,77.138751
28.6609167,77.1379386
28.6625155,77.1376662
28.5582726,77.2374272
28.5734959,77.2262286
28.6487967,77.1781309
28.5741958,77.2270215
28.5743913,77.2272334
28.5705117,77.2247601
28.5741336,77.2267073
28.5464363,77.2955936
28.6485149,77.2421164
28.6417592,77.2426717
28.6476557,77.2418107
28.6442921,77.2435782
28.645403,77.2412138
28.6470271,77.2411531
28.6470577,77.2420737
28.6477099,77.2410597
28.6494777,77.2421433
28.6462293,77.2411616
28.5446198,77.1914103
28.5450292,77.1904499
28.5776603,77.1700347
28.5787838,77.1696716
28.5405611,77.2172541
28.6293789,77.2850733
28.5792488,77.2634367
28.6495682,77.108616
28.5989178,77.3118439
28.6089818,77.3297113
28.6085539,77.330156
28.6556066,77.1209645
28.5638885,77.2821816
28.6774437,77.1537519
28.6768225,77.1528385
28.6764225,77.1537953
28.6293072,77.2059977
28.5926239,77.0695187
28.5913125,77.062843
28.5652377,77.0555523
28.561696,77.0599163
28.5637417,77.0573309
28.5612153,77.0591292
28.56418,77.0577823
28.5564563,77.0552436
28.5822277,77.1485896
28.5786675,77.1475435
28.5448638,77.1897772
28.6038435,77.3332369
28.6060857,77.3324745
28.6067139,77.3321416
28.6102872,77.3398498
28.6139975,77.3363159
28.6106632,77.3379465
28.615348,77.3406432
28.611836,77.3384144
28.6147292,77.3403625
28.5986606,77.3226939
28.5973941,77.316785
28.5994013,77.3164062
28.60136,77.3157006
28.6004297,77.3196867
28.6035833,77.3216501
28.6033287,77.3184964
28.6018663,77.3153995
28.6086384,77.3210617
28.6290356,77.207324
28.6293521,77.2090975
28.5983242,77.2992935
28.5459334,77.2704418
28.649727,77.301837
28.6671009,77.2902887
28.666273,77.288798
28.5896117,77.2268972
28.5030487,77.2824615
28.5031534,77.2835845
28.6350056,77.2369832
28.6287742,77.2458745
28.6333678,77.2336204
28.7078145,77.2141771
28.7144883,77.2021405
28.7049342,77.2095515
28.7259085,77.203141
28.6321525,77.1158147
28.8608809,77.0959426
28.6290154,77.2291092
28.5609065,77.2329684
28.5624369,77.233534
28.5610391,77.2358433
28.6760461,77.1937228
28.5333499,77.2268591
28.5347508,77.2269128
28.6495432,77.1547068
28.6554288,77.1230589
28.6963673,77.2264284
28.6957378,77.2269093
28.7066863,77.2025274
28.5430609,77.2224675
28.681359,77.180696
28.5977053,77.298513
28.5973424,77.2986147
28.5984219,77.2959
28.6289965,77.2389203
28.6474711,77.1998727
28.6455264,77.1984623
28.6459743,77.1987901
28.6464442,77.1991613
28.6469225,77.1995174
28.6457129,77.1997539
28.6461121,77.2001187
28.6454337,77.20805
28.6437273,77.2083234
28.6445245,77.2085425
28.6920355,77.2856922
28.6915753,77.2846407
28.6556348,77.1399545
28.5768305,77.2612031
28.5774593,77.2592145
28.7331442,77.1715227
28.795986,77.0311409
28.597138,77.2424632
28.4474704,77.1452211
28.7727366,77.097633
28.6423449,77.1016545
28.5719972,77.1762291
28.5717751,77.1778302
28.5912774,77.2469068
28.6450251,77.216155
28.6269475,77.2222384
28.5625318,77.1866535
28.56249,77.1860721
28.56283,77.1882225
28.7544276,77.1328557
28.7595958,77.1331234
28.6572091,77.3081434
28.6951599,77.2089122
28.7552675,77.1335009
28.7551883,77.1337076
28.7316711,77.112194
28.7314168,77.1121514
28.6247662,77.2777117
28.626333,77.2795692
28.6259322,77.278916
28.6260706,77.2760065
28.6339018,77.2844233
28.634039,77.2851883
28.6329994,77.2895172
28.6366573,77.2919897
28.6474586,77.276622
28.5562018,77.2084081
28.5508313,76.9063466
28.6588029,77.2307857
28.6029221,77.2215373
28.5248488,77.2550094
28.5283641,77.2507709
28.5290498,77.2507388
28.5930237,77.1181636
28.5963412,77.2264979
28.5970559,77.2265111
28.5970803,77.2263964
28.5975324,77.2261654
28.5980264,77.2266301
28.6250143,77.0788779
28.6113044,77.3366966
28.5830632,77.172768
28.6425193,77.1741857
28.5833121,77.1774568
28.5128196,77.2494454
28.4439386,77.1449463
28.588001,77.218862
28.5767052,77.1948709
28.5772225,77.1948544
28.5944576,77.2000424
28.6022542,77.3234207
28.5852622,77.2440654
28.5617443,77.0528468
28.5640425,77.1606353
28.7184316,77.1296732
28.7179314,77.130443
28.6419333,77.2028786
28.7216619,77.1250258
28.7265076,77.0973128
28.6436351,77.2003651
28.6832274,77.1700044
28.683329,77.1694239
28.5678014,77.162988
28.5620807,77.1424899
28.5558267,77.2164857
28.6130033,77.0512224
28.6108328,77.0516075
28.6552336,77.2008438
28.6210714,77.0924645
28.5396725,77.166533
28.5407003,77.1665067
28.5441578,77.1639313
28.5400154,77.1654161
28.7190136,77.0653337
28.7190659,77.0651044
28.7183548,77.066219
28.5742961,77.1968267
28.5045095,77.1802208
28.684233,77.2088408
28.6838367,77.2085545
28.6842581,77.2107939
28.6848467,77.208424
28.6878383,77.2102168
28.6839954,77.2079803
28.6872895,77.2080112
28.684318,77.2079355
28.6873117,77.2067797
28.689802,77.155004
28.6978931,77.1445478
28.5858684,77.0825058
28.6826721,77.1581466
28.6835828,77.183846
28.6837131,77.1843011
28.5088864,77.2023709
28.5560864,77.2165603
28.5556888,77.2170852
28.693479,77.2169528
28.6934983,77.2125109
28.6924897,77.2181247
28.6930828,77.2183123
28.6932937,77.2132878
28.696027,77.2157873
28.6921149,77.2161779
28.7063438,77.0543388
28.5157872,77.2060145
28.5078556,77.1988855
28.512483,77.203897
28.5598668,77.2577017
28.6577943,77.2031396
28.5224386,77.2058479
28.5664598,77.1942072
28.6027893,77.2951753
28.7149316,77.22596
28.6332525,77.3034795
28.5303845,77.1546584
28.5358647,77.2113476
28.6290796,77.0417188
28.6554257,77.1205455
28.7192788,77.0659038
28.6856853,77.2122035
28.6308147,77.3122026
28.6318952,77.314094
28.6315266,77.3118178
28.5529103,77.2376229
28.6277556,77.2121322
28.6413087,77.0897746
28.6897317,77.2056638
28.6773831,77.2072038
28.6902548,77.2058127
28.6899558,77.2064284
28.6434882,77.2948833
28.6327024,77.286658
28.6851817,77.2126413
28.6851139,77.2122533
28.6815474,77.2093775
28.6824046,77.2092942
28.6811207,77.2114888
28.6817047,77.209187
28.6845901,77.2091277
28.6027017,77.3226322
28.6103878,77.1018289
28.6108074,77.1018094
28.6027137,77.0511728
28.5639287,77.1913174
28.6042025,77.2914261
28.604207,77.2917552
28.5456907,77.1855293
28.5455074,77.1857538
28.5509971,77.1734247
28.5425515,77.198105
28.5454596,77.1970595
28.5451827,77.1969475
28.5451313,77.1971855
28.5454037,77.1972809
28.6265878,77.2122218
28.6677504,77.3180872
28.6679039,77.3173605
28.668527,77.3181119
28.7347825,77.1247072
28.5947992,77.0190536
28.729922,77.0884513
28.5957499,77.0680439
28.6291985,77.06663
28.7352001,77.1107925
28.5994296,77.0690915
28.6028865,77.2953473
28.6689559,77.3050817
28.6693919,77.3053845
28.6691364,77.3051127
28.6692886,77.3054231
28.6690374,77.3049084
28.6693218,77.3056214
28.6689621,77.3054489
28.6685084,77.3050308
28.6693316,77.3049966
28.668911,77.3057658
28.543689,77.2175151
28.6776956,77.3097971
28.6787875,77.3156922
28.5427432,77.2224257
28.6815095,77.3188385
28.5719612,77.2324496
28.5444841,77.1961655
28.6048464,77.3346956
28.5528132,77.2003037
28.5641879,77.1907866
28.5859687,77.0743621
28.5860567,77.0737066
28.6005272,77.3198345
28.5248092,77.2307811
28.5250348,77.2351386
28.5246646,77.2307296
28.5322452,77.2184596
28.5748098,77.1967967
28.5747674,77.1958845
28.5527225,77.1999594
28.5441068,77.1965897
28.5445061,77.1966874
28.5928386,77.0816723
28.6090593,77.1386207
28.601939,77.124251
28.6080888,77.139686
28.6363518,77.2713812
28.5524863,77.200139
28.543117,77.1931188
28.5448635,77.1923576
28.5435132,77.1923034
28.5455481,77.1941439
28.6437673,77.1926143
28.5840525,77.2458532
28.6897795,77.1919215
28.7040996,77.1028293
28.6014521,77.0166185
28.5541749,77.1950259
28.692545,77.2099874
28.6929296,77.2095982
28.6938113,77.2096926
28.6929974,77.2102746
28.6930933,77.2107991
